"AED Serial Number",Model/Type,"School Location","School Name","School Code","Building Code",Region,"Is Cooling Center?",City,Zip,Floor,"Summer School?",Complete?,"Date Completed",Invoiced?,Recalled?,RMA?,"AED Location","Pads A","Pads B","Pediatric Pads","G 2005","Spare Battery Install Before Date",Battery,"Medical Director","Municipal Filing","Num Drills","Num Service Calls","Service History","Last Service Date","Trainer Name","# Trained","Contact Name","Contact Phone","Contact Email"
0304115079,NYC100_FR2,"1551 Castle Hill Ave","J.H.S. 127 The Castle Hill",11-X-127,,2,N,Bronx,10462,,No,No,,No,No,No,"MAIN ENTRANCE",2009-07-01,2009-07-01,2009-11-01,Y,2010-06-01,,,,38,23,"AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2008-01-09,"Damian Carrera",8,"Kinah Rosas",718-892-8600,kventurarosas@schools.nyc.gov
0306187517,FR2_noECG,"101-01 Rockaway Boulevard","John Adams High School",27-Q-480,,JAHS,N,"Ozone Park",11417,,No,No,,No,No,No,PSAL,2015-06-01,2015-06-01,2015-05-01,N,2014-10-01,,,,36,27,"Needs FR Kit. 
NOT INCLUDED IN RETURN 6/2017
request a trade for this Psal unit.  care of Thomas Glass - 12/23/2016
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2017-11-13,"Vinny Catania ",12,"Fabian Suarez",,"fsuarez2@schools.nyc.gov "
0403089858,NYC100_FR2,"345 East 15 Street","High School for Health Professions and Human Services",02-M-420,,9,N,"New York",10003,,No,No,,No,No,No,PSAL,2009-07-01,2009-07-01,2009-03-01,Y,2014-05-01,,,,17,22,"Needs new replacement battery.  Unit unavailable for insp.  10/05/07
Unit Unavailable. With Mr. Garcia. 06/09  Unit was supposedly lost by Inst. for Coll Ed, but belonged to HPHS.  ZS 12/09  
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2008-10-07,"Taylor Litz",24,"Aaron Hoffman ",212-780-9175,HPHSAthletics@yahoo.com
0403089863,NYC100_FR2,"715 Ocean Terrace, Buildings B,C,D,E","The Michael J. Petrides School",31-R-080,,7,N,"Staten Island",10301,,No,No,,No,No,No,PSAL,2007-02-01,2007-02-01,2007-03-01,N,2009-06-01,,,,41,33,"Unit unavailable for insp.  9/25/07
3/5/09 Incident report sent to DOE. This is not a police report. Waiting for police report. SF
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
MISSING - Police Report Needs to be Filed.",2008-09-05,"David Cirillo",12,"Michael Duffy","718 815 0186",mduffy4@schools.nyc.gov
0403089909,NYC100_FR2,"215 West 114 Street","Wadleigh Secondary School for the Performing & Visual Arts",03-M-415,M088,,N,"New York",10026,,No,No,,No,No,No,PSAL,2009-11-01,2009-11-01,2009-01-01,Y,2009-06-01,,,,31,20,"Needs updating; needs pack.
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

Out with Coach: 2021-11-22 12:54:31

MISSING - Police Report Needs to be Filed.
Princ, AD , and DOE notified police report advised 12/11/19 SF",2008-03-14,"Damian Carrera",3,"Persia Plaza",212-749-5800,pplaza@schools.nyc.gov
0403089931,NYC100_FR2,"600 Kingston Avenue","High School for Public Service: Heroes of Tomorrow",17-K-546,,,N,Brooklyn,11203,,No,No,,No,No,No,"Third Floor c301",2008-02-01,2008-02-01,2007-01-01,N,2009-07-01,,,,6,6,"AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2008-11-05,,0,"kavon baker","(718) 467-7400",kbaker6@schools.nyc.gov
0403089947,NYC_FR2,"1600 Rockaway Parkway","High School for Medical Professions",18-K-633,,,N,Brooklyn,11236,,No,No,,No,No,No,PSAL,2011-04-01,2011-04-01,2012-01-01,Y,2014-02-01,,,,23,25,"Out with Coach: 2016-12-23 09:38:06
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2009-11-25,,2,"Joseph Mento",718-290-8667,jmento@schools.nyc.gov
0403089977,NYC100_FR2,"1396 Broadway","Brooklyn High School for Law and Technology",16-K-498,,8,N,Brooklyn,11221,,No,No,,No,No,No,PSAL-,2015-06-01,2015-03-01,2015-05-01,Y,2015-01-01,,,,36,27,"Not available for inspection 12/15
unaware of aed notify to file police report - 10/16/2014
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2014-10-16,,10,"Michael Lloyd ",6462401575,mlloyd4@schools.nyc.gov
0403090302,NYC_FR2,"109-89 204 Street","I.S. 192 The Linden",29-Q-192,,,N,"St. Albans",11412,,No,No,,No,No,No,"Across from Rm 414",2009-07-01,2009-07-01,2009-12-01,Y,,,,,40,26,"Battery replaced.  Spare needed.  FR kit requested 5/08  *Unit MISSING as of 5/09  *Cabinet still in place.  Needs replacement. 5/12
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
MISSING - Police Report Needs to be Filed.",2012-09-25,"Pier Campbell",11,"Sylvan Haseley",718-479-5540,shasele@schools.nyc.gov
0403091228,NYC100_FR2,"3000 East Tremont Avenue","Herbert H. Lehman High School",08-X-405,,LEHMAN,N,Bronx,10461,,No,No,,No,No,No,PSAL,2009-11-01,2019-03-01,2010-02-01,Y,2009-04-01,,,,26,39,"Unit not available for inspection.  12/07  *Unit missing as of 5/09
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

MISSING - Police Report Needs to be Filed. (4/2025)

",2008-12-17,"Damian Carrera",13,"Jason Maass",718-904-4200,JMaass3@schools.nyc.gov
0403091308,NYC_FR2,"156-10 Baisley Boulevard","August Martin High School",27-Q-400,,5,N,Jamaica,11434,,No,No,,No,No,No,PSAL,2017-01-01,2017-01-01,2016-12-01,Y,2013-10-01,,,,28,27,"Not available for inspection 11/08 and again 12/13  *Out with coach 5/14
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
MISSING - Police Report Needs to be Filed.",2015-01-13,"Pier Campbell",9,"Garet lynch",718-528-2920,glynch5@schools.nyc.gov
0403091319,,"11-11 Hazen Street","East River Academy @ RNDC - Main (service call only)",79-Q-344,,ERIVER,N,"East Elmhurst",11370,,No,Yes,"2017-03-22 10:31:39",No,No,No,"RNDC Principal's Office",2016-03-01,2016-03-01,2016-01-01,N,2014-10-01,,,,4,14,"Room was locked. (07/13)
The AED is not there. There is a new principal. Joanne will contact old principal to ask. 1/5/16 - 5/13/2014
""Missing for a long time."" - PS 3/16/17",2014-05-13,"Peter Shikar",6,"Joanne Mitchell",718-546-4651,jmitchell5@schools.nyc.gov
0403091949,NYC100_FR2,"156-10 Baisley Boulevard","August Martin High School",27-Q-400,,5,N,Jamaica,11434,,No,No,,No,No,No,PSAL,2009-03-01,2009-03-01,2009-03-01,N,2009-07-01,,,,28,27,"Unit unavailable for inspection 12/07, 3/08 and 11/08 (out with coach)  *School does not have this unit.  1/11 JT
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
MISSING - Police Report Needs to be Filed.",2011-06-07,"Pier Campbell",9,"Garet lynch",718-528-2920,glynch5@schools.nyc.gov
0403092427,NYC100_FR2,"1300 Boynton Avenue","High School of World Cultures",12-X-550,,MONROEC,N,Bronx,10472,,No,No,,No,No,No,"PSAL- ",2012-01-01,2012-01-01,2012-01-01,Y,2009-09-01,,,,3,6,"Unit unavailable for inspection. 1/08 & again on 3/09  *Unit not found; Massel will try and locate and contact me.  4/11 DC  *Advised Mr. Massel to make a police report.  Still missing 4/12
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2010-11-17,"Damian Carrera",5,"Ramon Namnun",718-860-8120,RNamnun@schools.nyc.gov
0405168084,NYC100_FR2,"1119 Bedford Avenue","Bedford Academy High School",13-K-595,,,N,Brooklyn,11216,,No,No,,No,No,No,PSAL,2012-05-01,2012-05-01,2012-03-01,Y,2011-11-01,,,,37,28,"Out with coach/Not available for inspection 11/08 and again 3/10  *Unit MISSING 1/11
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2010-01-29,"Rodney Riddick",14,"Robert Phelps ",9174639151,rphelps3@schools.nyc.gov
0406190236,NYC_FR2,"345 East 15 Street","Institute for Collaborative Education",02-M-407,,,N,"New York",10003,,No,No,,No,No,No,PSAL,2009-06-01,2009-06-01,2010-02-01,Y,2010-07-01,,,,22,25,"ICE Unit.  Unit taken out of building. 1/09 Listed as missing 6/10 per Mr. HOffman. He has been advised to obtain a police report. SF
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2009-12-18,"Taylor Litz",5,"A. Hoffman",646-251-1282,ahoffma2@schools.nyc.gov
0406190300,NYC_FR2,"850 Grand Street","PROGRESS High School for Professional Careers",14-K-474,,8,N,Brooklyn,11211,,No,No,,No,No,No,"1st Floor In Cafeteria",2016-09-01,2016-09-01,2016-12-01,Y,2015-06-01,,,,36,34,"Broken zipper; new case requested 2/12
Missing - 10/28/2015
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
MISSING - Police Report Needs to be Filed.",2015-10-28,"Jonathan Cruz",11,"Johnny Chavez",3472316178,jchavez3@schools.nyc.gov
0406192419,NYC_FR2,"48-10 31 Avenue","William Cullen Bryant High School",30-Q-445,,4,N,"Long Island City",11103,,No,Yes,"2010-11-24 11:03:01",No,No,No,PSAL,2012-11-01,2012-11-01,2012-03-01,Y,2012-07-01,,,,41,38,"Out with coach 1/11 and again 5/11  *Out with coach 11/11 and again 12/11  *Unit MISSING 5/12
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2010-11-16,"Peter Shikar",27,"Sean O'Shea",718-721-5404,soshea6@schools.nyc.gov
0408274489,NYC_FR2,"27-35 Jackson Avenue, 3rd Floor Entrance","Queens Adult Learning Center (Q972)",79-K-755,,,N,"Long Island City",11101,,No,Yes,"2009-02-12 11:35:37",No,No,No,"Outside Room 703- missing from old address",2015-03-01,2015-03-01,2014-06-01,Y,2014-05-01,,,,35,23,"Advised for this unit to be installed outside room 703.  2/09
MISSING - Police Report Needs to be Filed.",2013-04-18,"Peter Shikar",11,"Carine Davis",7183619480,cdavis13@schools.nyc.gov
0503092659,NYC100_FR2,"71 East 94th Street","Hunter College High School - SERVICE CALL ONLY",03-M-000,M490,,N,"New York",10128,,No,No,,No,No,No,PSAL,2007-01-01,2007-01-01,2007-03-01,N,2009-07-01,,,,8,36,"Not available for inspection 8/30/07 and 3/08
AED Marked Unavailable 

AED Marked Unavailable 
",2008-10-20,"Peter Shikar",23,"Neil Potter",212-501-2346,npotter@hccs.hunter.cuny.edu
0503092689,NYC100_FR2,"167-01 Gothic Drive","High School For Community Leadership",28-Q-328,,,N,Jamaica,11432,,No,No,,No,No,No,"POOL AREA",2017-05-01,2017-05-01,2017-05-01,Y,2015-05-01,,,,7,9,"Unit not available for inspection.  Chirping battery replaced 9/17/07  *Out with coach 5/13  *Unit NOT MISSING 5/15
AD claims via email unit is lost and report is filed. Requested copy of the report/ 11/29/16
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable

MISSING. Contact Instructed to file police report 
",2016-02-26,"Steve Rizzo",10,"Neeta Ahmed",,nahmed7@schools.nyc.gov
0503093028,NYC100_FR2,"47-07 30th Place","Robert F. Wagner, Jr. Secondary School for Arts and Technology",24-Q-560,,,N,"Long Island City",11101,,No,No,,No,No,No,"PSAL- ",2006-08-01,2006-08-01,2007-01-01,N,2009-04-01,,,,37,22,"Unit unavailable for insp.  9/25/07
AED Marked Unavailable 

AED Marked Unavailable 
",2008-09-17,"Peter Shikar",12,"Giovanna Guarnera",718-472-5671-2040,giovanna@rfwagner.org
0503093244,NYC100_FR2,"201 East 144th Street","KIPP NYC College Prep I [10th-12th Grades]",84-X-336,,KIPP,N,Bronx,10451,,No,No,,No,No,No,PSAL,2017-04-01,2017-04-01,2017-05-01,N,2015-01-01,,,,27,30,"Unit not available for inspection 3/08
Not available at time of trade in 09/16
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2016-04-07,"Damian Carrera",17,"Jeff Perrett",19178460538,jperrett@kippnyc.org
0503093293,NYC100_FR2,"333 East 151 Street","Alfred E. Smith Career and Technical Education High School",07-X-600,,,N,Bronx,10451,,No,No,,No,No,No,"PSAL- Bowling",2014-01-01,2014-01-01,2014-01-01,N,2015-06-01,,,,28,17,"Unit unavailable for inspection  11/07, in 1/08 and again in 2/08  *Unit FOUND & battery replaced 5/10.
Police report was generated but didn't indicate serial number. Advised to revise report. - 4/6/2016
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
MISSING - Police Report Needs to be Filed.",2016-04-06,"Damian Carrera",13,"Kenneth Milani",917-284-3949,kmilani@schools.nyc.gov
0503093406,NYC100_FR2,"2351 First Avenue","River East Elementary",04-M-037,,CFN14,N,"New York",10035,,No,No,,No,No,No,"sports Bowling/Coalition School",2014-12-01,2014-12-01,2015-01-01,Y,2015-06-01,,,,29,15,"Unit found inside principal's office; Recommend installation in wall cabinet.  4/10  *Unit not available for inspection.  Possibly MISSING.  Gym teacher does not know unit whereabouts.  Unit used to be kept in office, but school aide said no longer there.  Coach to whom it was assigned is no longer at this school (now at Park East).  11/13  *Unit not available for inspection. 6/15  *Unit went with the bowling coach to another school; still trying to track down its whereabouts.  12/15
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
Formerly Owned by Coalition School For Social Change, which closed Summer 2018 
AED Marked Unavailable 
",2014-12-23,"Peter Shikar",7,"Jesenia Duran",(212)348-2208,jduran5@schools.nyc.gov
0503093408,NYC100_FR2,"2351 First Avenue","River East Elementary",04-M-037,,CFN14,N,"New York",10035,,No,No,,No,No,No,sports,2008-12-01,2008-12-01,2009-01-01,Y,2009-04-01,,,,29,15,"Unit not available for inspection 5/08  Unit either lost or stolen; Advised Josh of situation - told him to contact ESI to find out how to handle.  11/08
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
Formerly Owned by Coalition School For Social Change, which closed Summer 2018 
AED Marked Unavailable 
",2014-12-23,"Peter Shikar",7,"Jesenia Duran",(212)348-2208,jduran5@schools.nyc.gov
0503093552,NYC100_FR2,"2800 Ocean Parkway","Abraham Lincoln High School",21-K-410,,7,N,Brooklyn,11235,,No,No,,No,No,No,PSAL,2009-03-01,2009-03-01,2009-04-01,N,2009-06-01,,,,38,32,"Left pads.  Unit unavailable for inspection 10/07 and 5/08 & 12/08.  Not available for inspection/out with coach 5/09.
AED Marked Unavailable 

AED Marked Unavailable 2017-10-04

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2010-12-20,,26,"Renan Ebeid",718-333-7460,rebeid@schools.nyc.gov
0503093665,NYC100_FR2,"71 East 94th Street","Hunter College High School - SERVICE CALL ONLY",03-M-000,M490,,N,"New York",10128,,No,Yes,"2015-02-27 09:28:29",No,No,No,PSAL,2017-01-01,2016-07-01,2016-12-01,Y,2014-04-01,,,,8,36,"Battery package open.  Not available for inspection 3/08
Battery requested 09/09
Inspected 12-22-09. Needs New Case. 
AED Marked Unavailable 

AED Marked Unavailable 
",2015-02-13,"Peter Shikar",23,"Neil Potter",212-501-2346,npotter@hccs.hunter.cuny.edu
0503093726,NYC100_FR2,"2780 Reservoir Avenue","Kingsbridge International High School",10-X-268,,,N,Bronx,10468,,No,No,,No,No,No,PSAL,2012-01-01,2012-01-01,2012-01-01,Y,2009-04-01,,,,12,15,"Unit unavailable for inspection 6/08 and 11/11 Per Email by Eric Swillenger on 12/22/11 this AED was stolen. He will fax police report when he receives it. SF  *Advised Mr. Swillinger to make a police report.
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

MISSING - Police Report Needs to be Filed.
AD, Principal, CM and HT notified missing and police report needed SF9/30/19 (4/2025)
",2013-05-10,"Damian Carrera",1,"Dom Rasetina",914-830-2936,"drasetina@schools.nyc.gov "
0503093792,NYC100_FR2,"156-10 Baisley Boulevard","August Martin High School",27-Q-400,,5,N,Jamaica,11434,,No,No,,No,No,No,"OUTSIDE RM 393",2016-11-01,2016-03-01,2016-12-01,Y,2015-02-01,,,,28,27,"AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
MISSING - Police Report Needs to be Filed.",2015-05-20,"Pier Campbell",9,"Garet lynch",718-528-2920,glynch5@schools.nyc.gov
0503093809,NYC_FR2,"156-10 Baisley Boulevard","August Martin High School",27-Q-400,,5,N,Jamaica,11434,,No,No,,No,No,No,PSAL,2017-01-01,2017-01-01,2016-12-01,N,2014-06-01,,,,28,27,"Out with coach 5/14
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
MISSING - Police Report Needs to be Filed.",2015-05-20,"Pier Campbell",9,"Garet lynch",718-528-2920,glynch5@schools.nyc.gov
0503093829,NYC100_FR2,"230 East 105 Street","Park East High School",04-M-495,,,N,"New York",10029,,No,No,,No,No,No,PSAL,2011-03-01,2011-03-01,2010-02-01,Y,2009-04-01,,,,39,28,"Needs new battery.  *Unit missing for unknown period of time as per Mr. McCarthy. 4/10
AED Marked Unavailable 

AED Marked Unavailable 
.
MISSING - Police report needs to be filed.",2011-11-02,"Damian Carrera",5,"Jennifer Leimert","212 831 1517",Jleimart@schools.nyc.gov
0503093859,NYC_FR2,"14-30 Broadway","Long Island City High School",30-Q-450,,4,N,Queens,11106,,No,No,,No,No,No,PSAL,2018-03-01,2018-03-01,2016-12-01,Y,2014-02-01,,,,41,40,"Unit unavailable for insp.  10/1/07
Found. 6/27/16
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
MISSING - Police Report Needs to be Filed.",2016-06-27,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
0503093923,NYC_FR2,"14-30 Broadway","Long Island City High School",30-Q-450,,4,N,Queens,11106,,No,No,,No,No,No,PSAL,2017-04-01,2017-04-01,2017-05-01,Y,2014-04-01,,,,41,40,"Unit unavailable for insp.  10/1/07 and 5/08  *Out with coach 1/11  *Location unknown.  MISSING 12/12  *Unit NO LONGER MISSING.  Found 9/13
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
MISSING - Police Report Needs to be Filed.",2015-11-12,"Peter Shikar",13,"Jeff Engel",718-545-7095,jengel3@schools.nyc.gov
0503094143,NYC100_FR2,"100 West Mosholu Parkway South","DeWitt Clinton High School",10-X-440,,1,N,Bronx,10468,,No,No,,No,No,No,"PSAL - ",2015-06-01,2015-06-01,2015-05-01,Y,2014-02-01,,,,33,42,"Out with Coach: 2016-06-21 11:23:16
Out with Coach: 2016-06-21 11:23:16
AED Marked Unavailable 
",2014-10-24,"Damian Carrera",6,"Steve Deep",718-543-1000,sdeep@schools.NYC.gov
0503094203,NYC_FR2,"90-01 Sutphin Boulevard","District 79 Superintendent Office and P2G Admin",00-Q-000,,LYFE,N,Jamaica,11435,,No,No,,No,No,No,"Outside Room 225",2017-05-01,2017-05-01,2017-05-01,Y,2015-05-01,,,,8,8,"Not available for inspection 11/08  *Cabinet ready to be installed by custodian.  Missing glass on cabinet.  12/12
AED Marked Unavailable 

AED Marked Unavailable 
",2016-03-30,"Vinny Catania ",8,,,
0503094214,NYC_FR2,"347 Baltic Street","Cobble Hill School of American Studies",15-K-519,,8,N,Brooklyn,11201,,No,No,,No,No,No,PSAL,2015-06-01,2015-06-01,2015-05-01,Y,2015-06-01,,,,36,23,"Out with coach 6/11
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2014-11-19,"Jonathan Cruz",8,"Madeline Colon",7184039544,mcolon38@schools.nyc.gov
0503094277,NYC_FR2,"55-01 94 Street","P.S. 013 Clement C. Moore",24-Q-013,,4,N,Elmhurst,11373,,No,No,,No,No,No,missing,2008-10-01,2008-10-01,2007-08-01,Y,,,,,32,24,"Unit unavailable for insp.  9/25/07  This unit was located in the mini-school.  School was demolished about a year ago and the unit might have been destroyed during the demolition or stolen.  No report to police was made.  2/09
AED Marked Unavailable 

AED Marked Unavailable 

AED Marked Unavailable 
",2007-05-08,"Peter Shikar",13,"Evelyn Velez",718-271-1021,evelez10@schools.nyc.gov
